50002 1137.9657276352                                789.194668540095                 593.09392378726
500041462.10035934388                                 1044.0911562161                831.811337502599
50005  3842.586130892                                2581.65313738185                1950.06633916135
500081536.54209697966                                1104.01470198701                728.528576398095
50013  3286.332332298                                2163.34831249162                1717.51598285106
500152038.25240237543                                1372.86586870265                 1082.4853220181
500183309.35501362644                                3167.94612927532                2265.95481657695
500223593.10014432227                                2794.42216592558                 2221.2770849636
50024 2608.7601949793                                1824.35235180034                1505.06891722845
500262808.33229246683                                1990.56071987428                1533.91395113334
500282663.83712249191                                1863.04954266433                1536.99736823253
500305331.39831936928                                3825.48069712507                2920.41800079321
500316914.28216501782                                 4438.3719099049                3487.07252730466
50034 4371.8406762054                                  3126.411646271                2479.67803619602
500354013.13891664362                                2724.37711986796                2260.38647526797
500363388.20417138333                                2168.77575932445                1743.31152094608
50037 2594.4560053813                                1814.30219141509                1496.77668602822
500382756.38784798996                                1854.11348403418                1453.66726210707
500411284.41260419887                                887.807367374343                 693.77830403101
50042 2473.5691943932                                 1768.0239974997                1347.47448574765
500438172.01551262535                                5294.14148948644                4172.91939755694
500441738.13270071053                                1836.84194298494                1257.85057749099
5004912631.5996495125                                13469.5640928965                  9266.340366518
500504251.21738344836                                1605.27513398571                884.701912045496
500512981.51628589523                                2004.97990421556                1570.02916968478
500522136.25233816373                                1525.17713878427                1161.81595323264
500532868.75167582796                                 2007.0230346395                1655.78765977003
50054 6506.0821988496                                4366.91448222068                3391.76798167496
500583293.23741651853                                2326.76906651198                 1922.4648570112
500607833.57316637238                                7941.17168419934                5838.57560664764
500627501.76270220158                                7573.70837961995                5094.75124567056
50068 3477.0181274397                                2337.03297455467                1826.13870443243
500692916.89429614156                                1867.38009110302                1500.71028900095
500716941.03101618599                                4658.38885855548                3616.57953615849
500743313.00302639311                                2349.83993756491                1812.17594328409
500758026.37834913456                                5183.51075524651                4141.47116879855
500764723.88901800924                                3504.65742377177                2620.23168864141
500781369.20230833853                                 980.62383422137                760.558450137998
5008010369.2698644835                                6652.09765916894                 5230.6564679934
5008118347.9561166901                                13196.5812335795                10084.7057451428
500825887.29870755037                                4127.86193931045                 3405.6588918534
50085 1994.6424864365                                1343.64134263507                1059.94470895662
50086 2164.5433219674                                1415.28682739937                1133.90053523806
500882824.20152539931                                 1904.1512208463                1317.84970050396
500901619.96153379394                                1152.87523732344                905.291985020378
50091 4060.5367355638                                2910.54052206511                 2220.9382910733
500942466.08885270251                                1746.91481962235                1345.21003995457
500953985.89673184818                                2680.24100833181                2091.22860851806
500971449.21982229511                                1421.44917253828                1016.49828268996
501009346.29827793128                                3517.36757791299                1869.74678674935
501018167.03542962558                                8686.93533078139                6160.70514903018
5010430732.6801123433                                22112.8012885771                16901.2334109651
501061177.69718513514                                945.198267398483                629.337147686815
501073751.54035286409                                2000.33930412856                1477.84870210648
501092586.76250979916                                1863.28596995102                1442.71526075357
501111979.04337392428                                1410.31681412935                1124.43593735921
5011216448.6019682106                                11029.7438392886                8530.74810012083
501163347.00546282086                                 2396.8430148674                1828.21208556491
501181742.87143548208                                1179.91848588937                928.224057866543
501223076.60574526488                                1994.83386761564                1738.65719089783
501243015.25826183965                                1079.39680051349                603.763454036069
50125 1478.6631035608                                997.865557460345                793.250968170967
501262180.50856472073                                2229.67904338334                1131.77957311696
501277702.99946893462                                5532.88392545955                4225.74259696361
501282505.95977646823                                1752.12451347167                1445.47484991455
501292088.81404031398                                1400.33889082869                1105.13149041972
501305067.32746695964                                3598.19602304547                2872.61295393332
501314399.75004772114                                3125.25418482933                2494.71912488809
501331390.09906430502                                968.117908413344                798.603179966673
501342279.05554761442                                2353.00382201039                1669.25141087997
501353647.26987519268                                2451.12461020989                1914.13655277761
50136  8655.383834216                                6072.72566559257                5010.33573809957
501371636.57744614918                                1141.29425315201                941.488291640234
5013912152.8793582309                                8530.07501224525                7037.85650802506
501402444.80179827404                                1744.41731067589                1377.19388900717
501413224.15339907643                                2536.41085959848                1679.82606991527
501425057.84802337946                                3396.40223743068                2643.22065089372
501435667.01115743313                                3973.08734027539                3277.95677468071
501449777.54233600923                                 3269.5216845766                1597.91535889965
501452425.84799278109                                1615.08306874571                1277.48323426804
501462831.59646037943                                1980.91768474548                1634.24854113051
50150 7189.3668190927                                4650.20142065226                3713.44189825218
501511046.04699534835                                        576.3166                571.883379029766
501523370.85309768829                                 2408.5438443527                1906.99994989154
50153 11131.281501927                                7974.00919083406                6346.84254416844
501551403.09361366558                                997.346337194859                781.219011343793
50156 1778.5516501872                                1266.60965391816                  996.0234649229
501572981.37023765721                                2133.60871682718                1626.96717862941
501583425.91607353918                                2299.94196863549                1736.73670778147
